,reg,vaccin,jour,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2,datetime,timestamp
0,1,1,2020-12-27,0,0,0,0,2020-12-27,1609023600.0
1,1,1,2020-12-28,0,0,0,0,2020-12-28,1609110000.0
2,1,1,2020-12-29,0,0,0,0,2020-12-29,1609196400.0
3,1,1,2020-12-30,0,0,0,0,2020-12-30,1609282800.0
4,1,1,2020-12-31,0,0,0,0,2020-12-31,1609369200.0
5,1,1,2021-01-01,1,0,1,0,2021-01-01,1609455600.0
6,1,1,2021-01-02,0,0,1,0,2021-01-02,1609542000.0
7,1,1,2021-01-03,0,0,1,0,2021-01-03,1609628400.0
8,1,1,2021-01-04,1,0,2,0,2021-01-04,1609714800.0
9,1,1,2021-01-05,0,0,2,0,2021-01-05,1609801200.0
10,1,1,2021-01-06,1,0,3,0,2021-01-06,1609887600.0
11,1,1,2021-01-07,0,0,3,0,2021-01-07,1609974000.0
12,1,1,2021-01-08,49,0,52,0,2021-01-08,1610060400.0
13,1,1,2021-01-09,18,0,70,0,2021-01-09,1610146800.0
14,1,1,2021-01-10,0,0,70,0,2021-01-10,1610233200.0
15,1,1,2021-01-11,55,0,125,0,2021-01-11,1610319600.0
16,1,1,2021-01-12,44,0,169,0,2021-01-12,1610406000.0
17,1,1,2021-01-13,45,0,214,0,2021-01-13,1610492400.0
18,1,1,2021-01-14,61,0,275,0,2021-01-14,1610578800.0
19,1,1,2021-01-15,76,0,351,0,2021-01-15,1610665200.0
20,1,1,2021-01-16,0,0,351,0,2021-01-16,1610751600.0
21,1,1,2021-01-17,0,0,351,0,2021-01-17,1610838000.0
22,1,1,2021-01-18,75,0,426,0,2021-01-18,1610924400.0
23,1,1,2021-01-19,143,0,569,0,2021-01-19,1611010800.0
24,1,1,2021-01-20,134,0,703,0,2021-01-20,1611097200.0
25,1,1,2021-01-21,150,0,853,0,2021-01-21,1611183600.0
26,1,1,2021-01-22,132,0,985,0,2021-01-22,1611270000.0
27,1,1,2021-01-23,1,0,986,0,2021-01-23,1611356400.0
28,1,1,2021-01-24,0,0,986,0,2021-01-24,1611442800.0
29,1,1,2021-01-25,203,0,1189,0,2021-01-25,1611529200.0
30,1,1,2021-01-26,211,0,1400,0,2021-01-26,1611615600.0
31,1,1,2021-01-27,234,0,1634,0,2021-01-27,1611702000.0
32,1,1,2021-01-28,238,2,1872,2,2021-01-28,1611788400.0
33,1,1,2021-01-29,197,0,2069,2,2021-01-29,1611874800.0
34,1,1,2021-01-30,17,0,2086,2,2021-01-30,1611961200.0
35,1,1,2021-01-31,1,0,2087,2,2021-01-31,1612047600.0
36,1,1,2021-02-01,222,3,2309,5,2021-02-01,1612134000.0
37,1,1,2021-02-02,242,24,2551,29,2021-02-02,1612220400.0
38,1,1,2021-02-03,213,1,2764,30,2021-02-03,1612306800.0
39,1,1,2021-02-04,300,19,3064,49,2021-02-04,1612393200.0
40,1,1,2021-02-05,253,32,3317,81,2021-02-05,1612479600.0
41,1,1,2021-02-06,49,1,3366,82,2021-02-06,1612566000.0
42,1,1,2021-02-07,0,0,3366,82,2021-02-07,1612652400.0
43,1,1,2021-02-08,223,20,3589,102,2021-02-08,1612738800.0
44,1,1,2021-02-09,291,27,3880,129,2021-02-09,1612825200.0
45,1,1,2021-02-10,221,28,4101,157,2021-02-10,1612911600.0
46,1,1,2021-02-11,293,108,4394,265,2021-02-11,1612998000.0
47,1,1,2021-02-12,283,23,4677,288,2021-02-12,1613084400.0
48,1,1,2021-02-13,49,7,4726,295,2021-02-13,1613170800.0
49,1,1,2021-02-14,19,36,4745,331,2021-02-14,1613257200.0
50,1,1,2021-02-15,72,43,4817,374,2021-02-15,1613343600.0
51,1,1,2021-02-16,16,0,4833,374,2021-02-16,1613430000.0
52,1,1,2021-02-17,17,0,4850,374,2021-02-17,1613516400.0
53,1,1,2021-02-18,220,16,5070,390,2021-02-18,1613602800.0
54,1,1,2021-02-19,230,19,5300,409,2021-02-19,1613689200.0
55,1,1,2021-02-20,47,0,5347,409,2021-02-20,1613775600.0
56,1,1,2021-02-21,1,0,5348,409,2021-02-21,1613862000.0
57,1,1,2021-02-22,156,54,5504,463,2021-02-22,1613948400.0
58,1,1,2021-02-23,189,70,5693,533,2021-02-23,1614034800.0
59,1,1,2021-02-24,316,119,6009,652,2021-02-24,1614121200.0
60,1,1,2021-02-25,369,75,6378,727,2021-02-25,1614207600.0
61,1,1,2021-02-26,210,81,6588,808,2021-02-26,1614294000.0
62,1,1,2021-02-27,63,0,6651,808,2021-02-27,1614380400.0
63,1,1,2021-02-28,1,0,6652,808,2021-02-28,1614466800.0
64,1,1,2021-03-01,136,80,6788,888,2021-03-01,1614553200.0
65,1,1,2021-03-02,241,127,7029,1015,2021-03-02,1614639600.0
66,1,1,2021-03-03,211,118,7240,1133,2021-03-03,1614726000.0
67,1,1,2021-03-04,305,80,7545,1213,2021-03-04,1614812400.0
68,1,1,2021-03-05,308,141,7853,1354,2021-03-05,1614898800.0
69,1,1,2021-03-06,90,1,7943,1355,2021-03-06,1614985200.0
70,1,1,2021-03-07,1,0,7944,1355,2021-03-07,1615071600.0
71,1,1,2021-03-08,277,130,8221,1485,2021-03-08,1615158000.0
72,1,1,2021-03-09,348,149,8569,1634,2021-03-09,1615244400.0
73,1,1,2021-03-10,322,153,8891,1787,2021-03-10,1615330800.0
74,1,1,2021-03-11,84,43,8975,1830,2021-03-11,1615417200.0
75,1,1,2021-03-12,372,204,9347,2034,2021-03-12,1615503600.0
76,1,1,2021-03-13,119,1,9466,2035,2021-03-13,1615590000.0
77,1,1,2021-03-14,0,23,9466,2058,2021-03-14,1615676400.0
78,1,1,2021-03-15,409,37,9875,2095,2021-03-15,1615762800.0
79,1,1,2021-03-16,450,73,10325,2168,2021-03-16,1615849200.0
80,1,1,2021-03-17,423,78,10748,2246,2021-03-17,1615935600.0
81,1,1,2021-03-18,540,99,11288,2345,2021-03-18,1616022000.0
82,1,1,2021-03-19,529,92,11817,2437,2021-03-19,1616108400.0
83,1,1,2021-03-20,173,43,11990,2480,2021-03-20,1616194800.0
84,1,1,2021-03-21,0,0,11990,2480,2021-03-21,1616281200.0
85,1,1,2021-03-22,325,79,12315,2559,2021-03-22,1616367600.0
86,1,1,2021-03-23,442,150,12757,2709,2021-03-23,1616454000.0
87,1,1,2021-03-24,417,103,13174,2812,2021-03-24,1616540400.0
88,1,1,2021-03-25,534,170,13708,2982,2021-03-25,1616626800.0
89,1,1,2021-03-26,516,116,14224,3098,2021-03-26,1616713200.0
90,1,1,2021-03-27,198,42,14422,3140,2021-03-27,1616799600.0
91,1,1,2021-03-28,0,0,14422,3140,2021-03-28,1616886000.0
92,1,1,2021-03-29,326,78,14748,3218,2021-03-29,1616972400.0
93,1,1,2021-03-30,429,154,15177,3372,2021-03-30,1617058800.0
94,1,1,2021-03-31,453,118,15630,3490,2021-03-31,1617145200.0
95,1,1,2021-04-01,466,191,16096,3681,2021-04-01,1617231600.0
96,1,1,2021-04-02,23,35,16119,3716,2021-04-02,1617318000.0
97,1,1,2021-04-03,43,1,16162,3717,2021-04-03,1617404400.0
98,1,1,2021-04-04,0,18,16162,3735,2021-04-04,1617490800.0
99,1,1,2021-04-05,1,0,16163,3735,2021-04-05,1617577200.0
100,1,1,2021-04-06,369,179,16532,3914,2021-04-06,1617663600.0
101,1,1,2021-04-07,469,111,17001,4025,2021-04-07,1617750000.0
102,1,1,2021-04-08,415,152,17416,4177,2021-04-08,1617836400.0
103,1,1,2021-04-09,437,197,17853,4374,2021-04-09,1617922800.0
104,1,1,2021-04-10,73,4,17926,4378,2021-04-10,1618009200.0
105,1,1,2021-04-11,1,25,17927,4403,2021-04-11,1618095600.0
106,1,1,2021-04-12,254,250,18181,4653,2021-04-12,1618185600.0
107,1,1,2021-04-13,512,309,18693,4962,2021-04-13,1618272000.0
108,1,1,2021-04-14,399,217,19092,5179,2021-04-14,1618358400.0
109,1,1,2021-04-15,427,307,19519,5486,2021-04-15,1618444800.0
110,1,1,2021-04-16,498,260,20017,5746,2021-04-16,1618531200.0
111,1,1,2021-04-17,164,2,20181,5748,2021-04-17,1618617600.0
112,1,1,2021-04-18,3,14,20184,5762,2021-04-18,1618704000.0
113,1,1,2021-04-19,376,234,20560,5996,2021-04-19,1618790400.0
114,1,1,2021-04-20,664,322,21224,6318,2021-04-20,1618876800.0
115,1,1,2021-04-21,578,305,21802,6623,2021-04-21,1618963200.0
116,1,1,2021-04-22,716,320,22518,6943,2021-04-22,1619049600.0
117,1,1,2021-04-23,791,232,23309,7175,2021-04-23,1619136000.0
118,1,1,2021-04-24,356,68,23665,7243,2021-04-24,1619222400.0
119,1,1,2021-04-25,591,60,24256,7303,2021-04-25,1619308800.0
120,1,1,2021-04-26,915,195,25171,7498,2021-04-26,1619395200.0
121,1,1,2021-04-27,626,211,25797,7709,2021-04-27,1619481600.0
122,1,1,2021-04-28,792,248,26589,7957,2021-04-28,1619568000.0
123,1,1,2021-04-29,1148,152,27737,8109,2021-04-29,1619654400.0
124,1,1,2021-04-30,1185,149,28922,8258,2021-04-30,1619740800.0
125,1,1,2021-05-01,593,37,29515,8295,2021-05-01,1619827200.0
126,1,1,2021-05-02,345,13,29860,8308,2021-05-02,1619913600.0
127,1,1,2021-05-03,908,155,30768,8463,2021-05-03,1620000000.0
128,1,1,2021-05-04,877,182,31645,8645,2021-05-04,1620086400.0
129,1,1,2021-05-05,983,223,32628,8868,2021-05-05,1620172800.0
130,1,1,2021-05-06,1092,129,33720,8997,2021-05-06,1620259200.0
131,1,1,2021-05-07,1194,229,34914,9226,2021-05-07,1620345600.0
132,1,1,2021-05-08,315,21,35229,9247,2021-05-08,1620432000.0
133,1,1,2021-05-09,178,3,35407,9250,2021-05-09,1620518400.0
134,1,1,2021-05-10,819,182,36226,9432,2021-05-10,1620604800.0
135,1,1,2021-05-11,900,278,37126,9710,2021-05-11,1620691200.0
136,1,1,2021-05-12,835,283,37961,9993,2021-05-12,1620777600.0
137,1,1,2021-05-13,199,75,38160,10068,2021-05-13,1620864000.0
138,1,1,2021-05-14,829,243,38989,10311,2021-05-14,1620950400.0
139,1,1,2021-05-15,446,7,39435,10318,2021-05-15,1621036800.0
140,1,1,2021-05-16,180,30,39615,10348,2021-05-16,1621123200.0
141,1,1,2021-05-17,698,242,40313,10590,2021-05-17,1621206000.0
142,1,1,2021-05-18,692,354,41005,10944,2021-05-18,1621292400.0
143,1,1,2021-05-19,660,497,41665,11441,2021-05-19,1621378800.0
144,1,1,2021-05-20,750,335,42415,11776,2021-05-20,1621465200.0
145,1,1,2021-05-21,791,384,43206,12160,2021-05-21,1621551600.0
146,1,1,2021-05-22,462,206,43668,12366,2021-05-22,1621638000.0
147,1,1,2021-05-23,201,109,43869,12475,2021-05-23,1621724400.0
148,1,1,2021-05-24,186,165,44055,12640,2021-05-24,1621810800.0
149,1,1,2021-05-25,513,632,44568,13272,2021-05-25,1621897200.0
150,1,1,2021-05-26,563,481,45131,13753,2021-05-26,1621983600.0
151,1,1,2021-05-27,130,181,45261,13934,2021-05-27,1622070000.0
152,1,1,2021-05-28,480,452,45741,14386,2021-05-28,1622156400.0
153,1,1,2021-05-29,184,122,45925,14508,2021-05-29,1622242800.0
154,1,1,2021-05-30,71,111,45996,14619,2021-05-30,1622329200.0
155,1,1,2021-05-31,416,516,46412,15135,2021-05-31,1622415600.0
156,1,1,2021-06-01,534,650,46946,15785,2021-06-01,1622502000.0
157,1,1,2021-06-02,523,649,47469,16434,2021-06-02,1622588400.0
158,1,1,2021-06-03,427,429,47896,16863,2021-06-03,1622674800.0
159,1,1,2021-06-04,642,720,48538,17583,2021-06-04,1622761200.0
160,1,1,2021-06-05,284,550,48822,18133,2021-06-05,1622847600.0
161,1,1,2021-06-06,121,521,48943,18654,2021-06-06,1622934000.0
162,1,1,2021-06-07,392,736,49335,19390,2021-06-07,1623020400.0
163,1,1,2021-06-08,505,798,49840,20188,2021-06-08,1623106800.0
164,1,1,2021-06-09,402,805,50242,20993,2021-06-09,1623193200.0
165,1,1,2021-06-10,372,723,50614,21716,2021-06-10,1623279600.0
166,1,1,2021-06-11,423,1136,51037,22852,2021-06-11,1623366000.0
167,1,1,2021-06-12,239,622,51276,23474,2021-06-12,1623452400.0
168,1,1,2021-06-13,128,306,51404,23780,2021-06-13,1623538800.0
169,1,1,2021-06-14,336,3758,51740,27538,2021-06-14,1623625200.0
170,1,1,2021-06-15,435,1933,52175,29471,2021-06-15,1623711600.0
171,1,1,2021-06-16,451,1437,52626,30908,2021-06-16,1623798000.0
172,1,1,2021-06-17,345,885,52971,31793,2021-06-17,1623884400.0
173,1,1,2021-06-18,385,900,53356,32693,2021-06-18,1623970800.0
174,1,1,2021-06-19,223,451,53579,33144,2021-06-19,1624057200.0
175,1,1,2021-06-20,108,223,53687,33367,2021-06-20,1624143600.0
176,1,1,2021-06-21,308,642,53995,34009,2021-06-21,1624230000.0
177,1,1,2021-06-22,279,768,54274,34777,2021-06-22,1624316400.0
178,1,1,2021-06-23,296,811,54570,35588,2021-06-23,1624402800.0
179,1,1,2021-06-24,326,620,54896,36208,2021-06-24,1624489200.0
180,1,1,2021-06-25,345,705,55241,36913,2021-06-25,1624575600.0
181,1,1,2021-06-26,261,450,55502,37363,2021-06-26,1624662000.0
182,1,1,2021-06-27,105,158,55607,37521,2021-06-27,1624748400.0
183,1,1,2021-06-28,258,649,55865,38170,2021-06-28,1624834800.0
184,1,1,2021-06-29,326,654,56191,38824,2021-06-29,1624921200.0
185,1,1,2021-06-30,376,812,56567,39636,2021-06-30,1625007600.0
186,1,1,2021-07-01,294,540,56861,40176,2021-07-01,1625094000.0
187,1,1,2021-07-02,380,609,57241,40785,2021-07-02,1625180400.0
188,1,1,2021-07-03,236,417,57477,41202,2021-07-03,1625266800.0
189,1,1,2021-07-04,110,228,57587,41430,2021-07-04,1625353200.0
190,1,1,2021-07-05,299,469,57886,41899,2021-07-05,1625439600.0
191,1,1,2021-07-06,333,666,58219,42565,2021-07-06,1625526000.0
192,1,1,2021-07-07,341,766,58560,43331,2021-07-07,1625612400.0
193,1,1,2021-07-08,308,621,58868,43952,2021-07-08,1625698800.0
194,1,2,2020-12-27,0,0,0,0,2020-12-27,1609023600.0
195,1,2,2020-12-28,0,0,0,0,2020-12-28,1609110000.0
196,1,2,2020-12-29,0,0,0,0,2020-12-29,1609196400.0
197,1,2,2020-12-30,0,0,0,0,2020-12-30,1609282800.0
198,1,2,2020-12-31,0,0,0,0,2020-12-31,1609369200.0
199,1,2,2021-01-01,0,0,0,0,2021-01-01,1609455600.0
200,1,2,2021-01-02,0,0,0,0,2021-01-02,1609542000.0
201,1,2,2021-01-03,0,0,0,0,2021-01-03,1609628400.0
202,1,2,2021-01-04,0,0,0,0,2021-01-04,1609714800.0
203,1,2,2021-01-05,0,0,0,0,2021-01-05,1609801200.0
204,1,2,2021-01-06,0,0,0,0,2021-01-06,1609887600.0
205,1,2,2021-01-07,0,0,0,0,2021-01-07,1609974000.0
206,1,2,2021-01-08,0,0,0,0,2021-01-08,1610060400.0
207,1,2,2021-01-09,0,0,0,0,2021-01-09,1610146800.0
208,1,2,2021-01-10,0,0,0,0,2021-01-10,1610233200.0
209,1,2,2021-01-11,0,0,0,0,2021-01-11,1610319600.0
210,1,2,2021-01-12,0,0,0,0,2021-01-12,1610406000.0
211,1,2,2021-01-13,0,0,0,0,2021-01-13,1610492400.0
212,1,2,2021-01-14,0,0,0,0,2021-01-14,1610578800.0
213,1,2,2021-01-15,0,0,0,0,2021-01-15,1610665200.0
214,1,2,2021-01-16,0,0,0,0,2021-01-16,1610751600.0
215,1,2,2021-01-17,0,0,0,0,2021-01-17,1610838000.0
216,1,2,2021-01-18,0,0,0,0,2021-01-18,1610924400.0
217,1,2,2021-01-19,0,0,0,0,2021-01-19,1611010800.0
218,1,2,2021-01-20,0,0,0,0,2021-01-20,1611097200.0
219,1,2,2021-01-21,0,0,0,0,2021-01-21,1611183600.0
220,1,2,2021-01-22,0,0,0,0,2021-01-22,1611270000.0
221,1,2,2021-01-23,0,0,0,0,2021-01-23,1611356400.0
222,1,2,2021-01-24,0,0,0,0,2021-01-24,1611442800.0
223,1,2,2021-01-25,0,0,0,0,2021-01-25,1611529200.0
224,1,2,2021-01-26,0,0,0,0,2021-01-26,1611615600.0
225,1,2,2021-01-27,0,0,0,0,2021-01-27,1611702000.0
226,1,2,2021-01-28,0,0,0,0,2021-01-28,1611788400.0
227,1,2,2021-01-29,0,0,0,0,2021-01-29,1611874800.0
228,1,2,2021-01-30,0,0,0,0,2021-01-30,1611961200.0
229,1,2,2021-01-31,0,0,0,0,2021-01-31,1612047600.0
230,1,2,2021-02-01,0,0,0,0,2021-02-01,1612134000.0
231,1,2,2021-02-02,0,0,0,0,2021-02-02,1612220400.0
232,1,2,2021-02-03,0,0,0,0,2021-02-03,1612306800.0
233,1,2,2021-02-04,0,0,0,0,2021-02-04,1612393200.0
234,1,2,2021-02-05,0,0,0,0,2021-02-05,1612479600.0
235,1,2,2021-02-06,0,0,0,0,2021-02-06,1612566000.0
236,1,2,2021-02-07,0,0,0,0,2021-02-07,1612652400.0
237,1,2,2021-02-08,0,0,0,0,2021-02-08,1612738800.0
238,1,2,2021-02-09,0,0,0,0,2021-02-09,1612825200.0
239,1,2,2021-02-10,1,0,1,0,2021-02-10,1612911600.0
240,1,2,2021-02-11,0,0,1,0,2021-02-11,1612998000.0
241,1,2,2021-02-12,0,0,1,0,2021-02-12,1613084400.0
242,1,2,2021-02-13,0,0,1,0,2021-02-13,1613170800.0
243,1,2,2021-02-14,0,0,1,0,2021-02-14,1613257200.0
244,1,2,2021-02-15,0,0,1,0,2021-02-15,1613343600.0
245,1,2,2021-02-16,0,0,1,0,2021-02-16,1613430000.0
246,1,2,2021-02-17,0,0,1,0,2021-02-17,1613516400.0
247,1,2,2021-02-18,0,0,1,0,2021-02-18,1613602800.0
248,1,2,2021-02-19,0,0,1,0,2021-02-19,1613689200.0
249,1,2,2021-02-20,0,0,1,0,2021-02-20,1613775600.0
250,1,2,2021-02-21,0,0,1,0,2021-02-21,1613862000.0
251,1,2,2021-02-22,0,0,1,0,2021-02-22,1613948400.0
252,1,2,2021-02-23,0,0,1,0,2021-02-23,1614034800.0
253,1,2,2021-02-24,0,0,1,0,2021-02-24,1614121200.0
254,1,2,2021-02-25,0,0,1,0,2021-02-25,1614207600.0
255,1,2,2021-02-26,0,0,1,0,2021-02-26,1614294000.0
256,1,2,2021-02-27,0,0,1,0,2021-02-27,1614380400.0
257,1,2,2021-02-28,0,0,1,0,2021-02-28,1614466800.0
258,1,2,2021-03-01,0,0,1,0,2021-03-01,1614553200.0
259,1,2,2021-03-02,0,0,1,0,2021-03-02,1614639600.0
260,1,2,2021-03-03,0,0,1,0,2021-03-03,1614726000.0
261,1,2,2021-03-04,0,0,1,0,2021-03-04,1614812400.0
262,1,2,2021-03-05,0,0,1,0,2021-03-05,1614898800.0
263,1,2,2021-03-06,0,0,1,0,2021-03-06,1614985200.0
264,1,2,2021-03-07,0,0,1,0,2021-03-07,1615071600.0
265,1,2,2021-03-08,0,0,1,0,2021-03-08,1615158000.0
266,1,2,2021-03-09,0,0,1,0,2021-03-09,1615244400.0
267,1,2,2021-03-10,0,0,1,0,2021-03-10,1615330800.0
268,1,2,2021-03-11,0,0,1,0,2021-03-11,1615417200.0
269,1,2,2021-03-12,0,1,1,1,2021-03-12,1615503600.0
270,1,2,2021-03-13,0,0,1,1,2021-03-13,1615590000.0
271,1,2,2021-03-14,0,0,1,1,2021-03-14,1615676400.0
272,1,2,2021-03-15,0,0,1,1,2021-03-15,1615762800.0
273,1,2,2021-03-16,0,0,1,1,2021-03-16,1615849200.0
274,1,2,2021-03-17,0,0,1,1,2021-03-17,1615935600.0
275,1,2,2021-03-18,0,0,1,1,2021-03-18,1616022000.0
276,1,2,2021-03-19,0,0,1,1,2021-03-19,1616108400.0
277,1,2,2021-03-20,0,0,1,1,2021-03-20,1616194800.0
278,1,2,2021-03-21,0,0,1,1,2021-03-21,1616281200.0
279,1,2,2021-03-22,0,0,1,1,2021-03-22,1616367600.0
280,1,2,2021-03-23,0,0,1,1,2021-03-23,1616454000.0
281,1,2,2021-03-24,0,0,1,1,2021-03-24,1616540400.0
282,1,2,2021-03-25,0,0,1,1,2021-03-25,1616626800.0
283,1,2,2021-03-26,2,0,3,1,2021-03-26,1616713200.0
284,1,2,2021-03-27,0,0,3,1,2021-03-27,1616799600.0
285,1,2,2021-03-28,0,0,3,1,2021-03-28,1616886000.0
286,1,2,2021-03-29,0,0,3,1,2021-03-29,1616972400.0
287,1,2,2021-03-30,0,0,3,1,2021-03-30,1617058800.0
288,1,2,2021-03-31,0,0,3,1,2021-03-31,1617145200.0
289,1,2,2021-04-01,0,0,3,1,2021-04-01,1617231600.0
290,1,2,2021-04-02,0,0,3,1,2021-04-02,1617318000.0
291,1,2,2021-04-03,0,1,3,2,2021-04-03,1617404400.0
292,1,2,2021-04-04,0,0,3,2,2021-04-04,1617490800.0
293,1,2,2021-04-05,0,0,3,2,2021-04-05,1617577200.0
294,1,2,2021-04-06,0,0,3,2,2021-04-06,1617663600.0
295,1,2,2021-04-07,0,0,3,2,2021-04-07,1617750000.0
296,1,2,2021-04-08,0,0,3,2,2021-04-08,1617836400.0
297,1,2,2021-04-09,0,0,3,2,2021-04-09,1617922800.0
298,1,2,2021-04-10,0,0,3,2,2021-04-10,1618009200.0
299,1,2,2021-04-11,0,0,3,2,2021-04-11,1618095600.0
300,1,2,2021-04-12,0,0,3,2,2021-04-12,1618185600.0
301,1,2,2021-04-13,0,0,3,2,2021-04-13,1618272000.0
302,1,2,2021-04-14,1,0,4,2,2021-04-14,1618358400.0
303,1,2,2021-04-15,0,0,4,2,2021-04-15,1618444800.0
304,1,2,2021-04-16,0,0,4,2,2021-04-16,1618531200.0
305,1,2,2021-04-17,0,0,4,2,2021-04-17,1618617600.0
306,1,2,2021-04-18,1,0,5,2,2021-04-18,1618704000.0
307,1,2,2021-04-19,0,0,5,2,2021-04-19,1618790400.0
308,1,2,2021-04-20,0,0,5,2,2021-04-20,1618876800.0
309,1,2,2021-04-21,0,0,5,2,2021-04-21,1618963200.0
310,1,2,2021-04-22,0,0,5,2,2021-04-22,1619049600.0
311,1,2,2021-04-23,2,0,7,2,2021-04-23,1619136000.0
312,1,2,2021-04-24,0,0,7,2,2021-04-24,1619222400.0
313,1,2,2021-04-25,0,0,7,2,2021-04-25,1619308800.0
314,1,2,2021-04-26,0,0,7,2,2021-04-26,1619395200.0
315,1,2,2021-04-27,0,0,7,2,2021-04-27,1619481600.0
316,1,2,2021-04-28,0,0,7,2,2021-04-28,1619568000.0
317,1,2,2021-04-29,0,0,7,2,2021-04-29,1619654400.0
318,1,2,2021-04-30,0,0,7,2,2021-04-30,1619740800.0
319,1,2,2021-05-01,0,0,7,2,2021-05-01,1619827200.0
320,1,2,2021-05-02,0,0,7,2,2021-05-02,1619913600.0
321,1,2,2021-05-03,0,0,7,2,2021-05-03,1620000000.0
322,1,2,2021-05-04,0,0,7,2,2021-05-04,1620086400.0
323,1,2,2021-05-05,0,0,7,2,2021-05-05,1620172800.0
324,1,2,2021-05-06,0,0,7,2,2021-05-06,1620259200.0
325,1,2,2021-05-07,1,0,8,2,2021-05-07,1620345600.0
326,1,2,2021-05-08,0,0,8,2,2021-05-08,1620432000.0
327,1,2,2021-05-09,0,0,8,2,2021-05-09,1620518400.0
328,1,2,2021-05-10,0,0,8,2,2021-05-10,1620604800.0
329,1,2,2021-05-11,0,0,8,2,2021-05-11,1620691200.0
330,1,2,2021-05-12,0,0,8,2,2021-05-12,1620777600.0
331,1,2,2021-05-13,12,0,20,2,2021-05-13,1620864000.0
332,1,2,2021-05-14,0,0,20,2,2021-05-14,1620950400.0
333,1,2,2021-05-15,12,0,32,2,2021-05-15,1621036800.0
334,1,2,2021-05-16,0,0,32,2,2021-05-16,1621123200.0
335,1,2,2021-05-17,0,0,32,2,2021-05-17,1621206000.0
336,1,2,2021-05-18,0,0,32,2,2021-05-18,1621292400.0
337,1,2,2021-05-19,11,0,43,2,2021-05-19,1621378800.0
338,1,2,2021-05-20,0,0,43,2,2021-05-20,1621465200.0
339,1,2,2021-05-21,0,0,43,2,2021-05-21,1621551600.0
340,1,2,2021-05-22,13,0,56,2,2021-05-22,1621638000.0
341,1,2,2021-05-23,0,0,56,2,2021-05-23,1621724400.0
342,1,2,2021-05-24,11,0,67,2,2021-05-24,1621810800.0
343,1,2,2021-05-25,0,0,67,2,2021-05-25,1621897200.0
344,1,2,2021-05-26,12,0,79,2,2021-05-26,1621983600.0
345,1,2,2021-05-27,0,0,79,2,2021-05-27,1622070000.0
346,1,2,2021-05-28,2,0,81,2,2021-05-28,1622156400.0
347,1,2,2021-05-29,30,0,111,2,2021-05-29,1622242800.0
348,1,2,2021-05-30,0,0,111,2,2021-05-30,1622329200.0
349,1,2,2021-05-31,8,0,119,2,2021-05-31,1622415600.0
350,1,2,2021-06-01,22,3,141,5,2021-06-01,1622502000.0
351,1,2,2021-06-02,32,8,173,13,2021-06-02,1622588400.0
352,1,2,2021-06-03,59,6,232,19,2021-06-03,1622674800.0
353,1,2,2021-06-04,93,3,325,22,2021-06-04,1622761200.0
354,1,2,2021-06-05,25,1,350,23,2021-06-05,1622847600.0
355,1,2,2021-06-06,1,0,351,23,2021-06-06,1622934000.0
356,1,2,2021-06-07,21,1,372,24,2021-06-07,1623020400.0
357,1,2,2021-06-08,16,0,388,24,2021-06-08,1623106800.0
358,1,2,2021-06-09,53,1,441,25,2021-06-09,1623193200.0
359,1,2,2021-06-10,113,10,554,35,2021-06-10,1623279600.0
360,1,2,2021-06-11,24,9,578,44,2021-06-11,1623366000.0
361,1,2,2021-06-12,50,15,628,59,2021-06-12,1623452400.0
362,1,2,2021-06-13,0,0,628,59,2021-06-13,1623538800.0
363,1,2,2021-06-14,16,4,644,63,2021-06-14,1623625200.0
364,1,2,2021-06-15,21,1,665,64,2021-06-15,1623711600.0
365,1,2,2021-06-16,2,10,667,74,2021-06-16,1623798000.0
366,1,2,2021-06-17,65,9,732,83,2021-06-17,1623884400.0
367,1,2,2021-06-18,64,4,796,87,2021-06-18,1623970800.0
368,1,2,2021-06-19,57,19,853,106,2021-06-19,1624057200.0
369,1,2,2021-06-20,0,1,853,107,2021-06-20,1624143600.0
370,1,2,2021-06-21,7,10,860,117,2021-06-21,1624230000.0
371,1,2,2021-06-22,30,1,890,118,2021-06-22,1624316400.0
372,1,2,2021-06-23,43,12,933,130,2021-06-23,1624402800.0
373,1,2,2021-06-24,50,20,983,150,2021-06-24,1624489200.0
374,1,2,2021-06-25,90,18,1073,168,2021-06-25,1624575600.0
375,1,2,2021-06-26,28,16,1101,184,2021-06-26,1624662000.0
376,1,2,2021-06-27,1,10,1102,194,2021-06-27,1624748400.0
377,1,2,2021-06-28,26,19,1128,213,2021-06-28,1624834800.0
378,1,2,2021-06-29,28,12,1156,225,2021-06-29,1624921200.0
379,1,2,2021-06-30,22,49,1178,274,2021-06-30,1625007600.0
380,1,2,2021-07-01,42,36,1220,310,2021-07-01,1625094000.0
381,1,2,2021-07-02,33,12,1253,322,2021-07-02,1625180400.0
382,1,2,2021-07-03,30,19,1283,341,2021-07-03,1625266800.0
383,1,2,2021-07-04,0,0,1283,341,2021-07-04,1625353200.0
384,1,2,2021-07-05,9,9,1292,350,2021-07-05,1625439600.0
385,1,2,2021-07-06,7,26,1299,376,2021-07-06,1625526000.0
386,1,2,2021-07-07,22,20,1321,396,2021-07-07,1625612400.0
387,1,2,2021-07-08,35,82,1356,478,2021-07-08,1625698800.0
388,1,3,2020-12-27,0,0,0,0,2020-12-27,1609023600.0
